params,feats,avg_loss,avg_acc
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9549309242196531,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9549309242196531,0.5875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9558044801626349,0.571875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9564485617786971,0.571875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9564485617786971,0.571875
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9576626320739798,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9576626320739798,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9576626320739798,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9582453019030954,0.575
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9582453019030954,0.575
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9584595760833572,0.571875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9585261121595355,0.58125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9585261121595355,0.58125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9585261121595355,0.58125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9587640583565029,0.5875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9587640583565029,0.5875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9587640583565029,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9593621880178691,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9593621880178691,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9593621880178691,0.5875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9594477784746415,0.578125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9594477784746415,0.578125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9594477784746415,0.578125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9594935837227945,0.5875
"{""n_estimators"": 100, ""learning_rate"": 0.1, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9600880757985017,0.571875
"{""n_estimators"": 100, ""learning_rate"": 0.1, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9600880757985017,0.571875
"{""n_estimators"": 100, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9600880757985017,0.571875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9602869621327009,0.59375
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9602869621327009,0.59375
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9602869621327009,0.59375
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9608311489338937,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9608311489338937,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9608311489338937,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 4, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9612568422657745,0.575
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9615539140426806,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9615539140426806,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9615539140426806,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9619851810762414,0.584375
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9619851810762414,0.584375
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9619851810762414,0.584375
"{""n_estimators"": 200, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9621966310882584,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9621966310882584,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9621966310882584,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9626958241827992,0.578125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9626958241827992,0.578125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9626958241827992,0.578125
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9628473675256586,0.58125
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9628473675256586,0.58125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9630568696523355,0.571875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9631047854673781,0.578125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9631047854673781,0.578125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9631047854673781,0.578125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 4, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9631375379229017,0.559375
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 4, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9631579919563922,0.56875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9632770935573219,0.578125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 4, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9634017734965352,0.5625
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9635361010613682,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9635361010613682,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9635361010613682,0.5875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9635997143267462,0.58125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9635997143267462,0.58125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.963646629876474,0.571875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.963646629876474,0.571875
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9637440521832119,0.584375
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9637440521832119,0.584375
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9637440521832119,0.584375
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 4, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9637911411616953,0.559375
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9638194867904935,0.565625
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9638194867904935,0.565625
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9638194867904935,0.565625
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9639549601237803,0.590625
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9639549601237803,0.590625
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9640491136023875,0.58125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9643809950154612,0.575
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9643809950154612,0.575
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9643809950154612,0.575
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9646373879154784,0.565625
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9646663575192683,0.584375
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9646663575192683,0.584375
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9646663575192683,0.584375
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 4, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9647820928964513,0.58125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 4, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.964820446139643,0.553125
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9648458001810424,0.575
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9648458001810424,0.575
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9648458001810424,0.575
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9648919116900647,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9648919116900647,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 10}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9648919116900647,0.5875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 4, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9650056786436121,0.571875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 4, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9650056786436121,0.571875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 4, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9650790590749553,0.571875
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9652499861979813,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.965281928703501,0.584375
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.965281928703501,0.584375
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.965281928703501,0.584375
"{""n_estimators"": 50, ""learning_rate"": 0.1, ""num_leaves"": 7, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9653046437488865,0.565625
"{""n_estimators"": 200, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9653183615432368,0.578125
"{""n_estimators"": 200, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9653183615432368,0.578125
"{""n_estimators"": 200, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9653183615432368,0.578125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9653673797946863,0.5625
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9653673797946863,0.5625
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 20}","['elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9653911981994556,0.578125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 20}","['elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9653911981994556,0.578125
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 20}","['elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9653911981994556,0.578125
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 4, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.965504978655594,0.5625
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9655477658237912,0.584375
"{""n_estimators"": 200, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 20}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9655477658237912,0.584375
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9655623843501978,0.584375
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9655623843501978,0.584375
"{""n_estimators"": 100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9655623843501978,0.584375
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 7, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9655706252789008,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9655706252789008,0.5875
"{""n_estimators"": 50, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 2, ""min_child_samples"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9655706252789008,0.5875
